en,fr,it,de,es,ko,kana
Rusted Swords,Épées Rouillées,Spade rovinate,Rostige Schwerter,Espadas Oxidadas,녹슨검,くちたけん
Rusted Shields,Boucliers Rouillés,Scudi rovinati,Rostige Schilde,Escudos Oxidados,녹슨방패,くちたたて
Fossilized Birds,Fossiles Oiseau,Ornitofossili,Vogelfossilien,Ornitofósiles,화석새,カセキのトリ
Fossilized Fish,Fossiles Poisson,Ittiofossili,Fischfossilien,Ictiofósiles,화석물고기,カセキのサカナ
Fossilized Drakes,Fossiles Dragon,Dracofossili,Drachenfossilien,Dracofósiles,화석용,カセキのリュウ
Fossilized Dinos,Fossiles Aileron,Plesiofossili,Paddelfossilien,Plesiofósiles,화석긴목,カセキのクビナガ
Strawberry Sweets,Fraises en Sucre,Bonbonfragola,Zucker-Erdbeeren,Confites Fresa,딸기사탕공예,いちごアメざいく
Love Sweets,Cœurs en Sucre,Bonboncuore,Zucker-Herzen,Confites Corazón,하트사탕공예,ハートアメざいく
Berry Sweets,Baies en Sucre,Bonbonbosco,Zucker-Beeren,Confites Fruto,베리사탕공예,ベリーアメざいく
Clover Sweets,Trèfles en Sucre,Bonbonfoglio,Zucker-Kleeblätter,Confites Trébol,네잎사탕공예,よつばアメざいく
Flower Sweets,Fleurs en Sucre,Bonbonfiore,Zucker-Blumen,Confites Flor,꽃사탕공예,おはなアメざいく
Star Sweets,Étoiles en Sucre,Bonbonstella,Zucker-Sterne,Confites Estrella,스타사탕공예,スターアメざいく
Ribbon Sweets,Rubans en Sucre,Bonbonfiocco,Zucker-Schleifen,Confites Lazo,리본사탕공예,リボンアメざいく
Sweet Apples,Pommes Sucrées,Dolcepomi,Süße Äpfel,Manzanas Dulces,달콤한사과,あまーいりんご
Tart Apples,Pommes Acidulées,Aspropomi,Saure Äpfel,Manzanas Ácidas,새콤한사과,すっぱいりんご
Throat Sprays,Sprays Gorge,Spray gola,Halssprays,Espráis Bucales,목스프레이,のどスプレー
Eject Packs,Sacs Fuite,Zainifuga,Fluchttaschen,Mochilas Escape,탈출팩,だっしゅつパック
Heavy-Duty Boots,Grosses Bottes,Scarponi robusti,Plateauschuhe,Botas Gruesas,통굽부츠,あつぞこブーツ
Blunder Policies,Assurances Échec,Fiascopolizze,Fehlschlagschutze,Seguros Fallo,허탕보험,からぶりほけん
Room Service,Chariots Distordus,Distorservizi,Bizarroservice,Servicios Raros,룸서비스,ルームサービス
Utility Umbrellas,Parapluies Solides,Superombrelli,Allzweckschirme,Parasoles Multiuso,만능우산,ばんのうがさ
Exp. Candies XS,Bonbons Exp. XS,Caram. Esp. XS,EP-Bonbons XS,Caramelos Exp. XS,경험사탕XS,けいけんアメＸＳ
Exp. Candies S,Bonbons Exp. S,Caram. Esp. S,EP-Bonbons S,Caramelos Exp. S,경험사탕S,けいけんアメＳ
Exp. Candies M,Bonbons Exp. M,Caram. Esp. M,EP-Bonbons M,Caramelos Exp. M,경험사탕M,けいけんアメＭ
Exp. Candies L,Bonbons Exp. L,Caram. Esp. L,EP-Bonbons L,Caramelos Exp. L,경험사탕L,けいけんアメＬ
Exp. Candies XL,Bonbons Exp. XL,Caram. Esp. XL,EP-Bonbons XL,Caramelos Exp. XL,경험사탕XL,けいけんアメＸＬ
Dynamax Candies,Bonbons Dynamax,Caram. Dynamax,Dynamax-Bonbons,Caramelos Dinamax,다이맥스사탕,ダイマックスアメ
TR00s,DT00,DT00,TP00,DT00,기술레코드00,わざレコード００
TR01s,DT01,DT01,TP01,DT01,기술레코드01,わざレコード０１
TR02s,DT02,DT02,TP02,DT02,기술레코드02,わざレコード０２
TR03s,DT03,DT03,TP03,DT03,기술레코드03,わざレコード０３
TR04s,DT04,DT04,TP04,DT04,기술레코드04,わざレコード０４
TR05s,DT05,DT05,TP05,DT05,기술레코드05,わざレコード０５
TR06s,DT06,DT06,TP06,DT06,기술레코드06,わざレコード０６
TR07s,DT07,DT07,TP07,DT07,기술레코드07,わざレコード０７
TR08s,DT08,DT08,TP08,DT08,기술레코드08,わざレコード０８
TR09s,DT09,DT09,TP09,DT09,기술레코드09,わざレコード０９
TR10s,DT10,DT10,TP10,DT10,기술레코드10,わざレコード１０
TR11s,DT11,DT11,TP11,DT11,기술레코드11,わざレコード１１
TR12s,DT12,DT12,TP12,DT12,기술레코드12,わざレコード１２
TR13s,DT13,DT13,TP13,DT13,기술레코드13,わざレコード１３
TR14s,DT14,DT14,TP14,DT14,기술레코드14,わざレコード１４
TR15s,DT15,DT15,TP15,DT15,기술레코드15,わざレコード１５
TR16s,DT16,DT16,TP16,DT16,기술레코드16,わざレコード１６
TR17s,DT17,DT17,TP17,DT17,기술레코드17,わざレコード１７
TR18s,DT18,DT18,TP18,DT18,기술레코드18,わざレコード１８
TR19s,DT19,DT19,TP19,DT19,기술레코드19,わざレコード１９
TR20s,DT20,DT20,TP20,DT20,기술레코드20,わざレコード２０
TR21s,DT21,DT21,TP21,DT21,기술레코드21,わざレコード２１
TR22s,DT22,DT22,TP22,DT22,기술레코드22,わざレコード２２
TR23s,DT23,DT23,TP23,DT23,기술레코드23,わざレコード２３
TR24s,DT24,DT24,TP24,DT24,기술레코드24,わざレコード２４
TR25s,DT25,DT25,TP25,DT25,기술레코드25,わざレコード２５
TR26s,DT26,DT26,TP26,DT26,기술레코드26,わざレコード２６
TR27s,DT27,DT27,TP27,DT27,기술레코드27,わざレコード２７
TR28s,DT28,DT28,TP28,DT28,기술레코드28,わざレコード２８
TR29s,DT29,DT29,TP29,DT29,기술레코드29,わざレコード２９
TR30s,DT30,DT30,TP30,DT30,기술레코드30,わざレコード３０
TR31s,DT31,DT31,TP31,DT31,기술레코드31,わざレコード３１
TR32s,DT32,DT32,TP32,DT32,기술레코드32,わざレコード３２
TR33s,DT33,DT33,TP33,DT33,기술레코드33,わざレコード３３
TR34s,DT34,DT34,TP34,DT34,기술레코드34,わざレコード３４
TR35s,DT35,DT35,TP35,DT35,기술레코드35,わざレコード３５
TR36s,DT36,DT36,TP36,DT36,기술레코드36,わざレコード３６
TR37s,DT37,DT37,TP37,DT37,기술레코드37,わざレコード３７
TR38s,DT38,DT38,TP38,DT38,기술레코드38,わざレコード３８
TR39s,DT39,DT39,TP39,DT39,기술레코드39,わざレコード３９
TR40s,DT40,DT40,TP40,DT40,기술레코드40,わざレコード４０
TR41s,DT41,DT41,TP41,DT41,기술레코드41,わざレコード４１
TR42s,DT42,DT42,TP42,DT42,기술레코드42,わざレコード４２
TR43s,DT43,DT43,TP43,DT43,기술레코드43,わざレコード４３
TR44s,DT44,DT44,TP44,DT44,기술레코드44,わざレコード４４
TR45s,DT45,DT45,TP45,DT45,기술레코드45,わざレコード４５
TR46s,DT46,DT46,TP46,DT46,기술레코드46,わざレコード４６
TR47s,DT47,DT47,TP47,DT47,기술레코드47,わざレコード４７
TR48s,DT48,DT48,TP48,DT48,기술레코드48,わざレコード４８
TR49s,DT49,DT49,TP49,DT49,기술레코드49,わざレコード４９
TR50s,DT50,DT50,TP50,DT50,기술레코드50,わざレコード５０
TR51s,DT51,DT51,TP51,DT51,기술레코드51,わざレコード５１
TR52s,DT52,DT52,TP52,DT52,기술레코드52,わざレコード５２
TR53s,DT53,DT53,TP53,DT53,기술레코드53,わざレコード５３
TR54s,DT54,DT54,TP54,DT54,기술레코드54,わざレコード５４
TR55s,DT55,DT55,TP55,DT55,기술레코드55,わざレコード５５
TR56s,DT56,DT56,TP56,DT56,기술레코드56,わざレコード５６
TR57s,DT57,DT57,TP57,DT57,기술레코드57,わざレコード５７
TR58s,DT58,DT58,TP58,DT58,기술레코드58,わざレコード５８
TR59s,DT59,DT59,TP59,DT59,기술레코드59,わざレコード５９
TR60s,DT60,DT60,TP60,DT60,기술레코드60,わざレコード６０
TR61s,DT61,DT61,TP61,DT61,기술레코드61,わざレコード６１
TR62s,DT62,DT62,TP62,DT62,기술레코드62,わざレコード６２
TR63s,DT63,DT63,TP63,DT63,기술레코드63,わざレコード６３
TR64s,DT64,DT64,TP64,DT64,기술레코드64,わざレコード６４
TR65s,DT65,DT65,TP65,DT65,기술레코드65,わざレコード６５
TR66s,DT66,DT66,TP66,DT66,기술레코드66,わざレコード６６
TR67s,DT67,DT67,TP67,DT67,기술레코드67,わざレコード６７
TR68s,DT68,DT68,TP68,DT68,기술레코드68,わざレコード６８
TR69s,DT69,DT69,TP69,DT69,기술레코드69,わざレコード６９
TR70s,DT70,DT70,TP70,DT70,기술레코드70,わざレコード７０
TR71s,DT71,DT71,TP71,DT71,기술레코드71,わざレコード７１
TR72s,DT72,DT72,TP72,DT72,기술레코드72,わざレコード７２
TR73s,DT73,DT73,TP73,DT73,기술레코드73,わざレコード７３
TR74s,DT74,DT74,TP74,DT74,기술레코드74,わざレコード７４
TR75s,DT75,DT75,TP75,DT75,기술레코드75,わざレコード７５
TR76s,DT76,DT76,TP76,DT76,기술레코드76,わざレコード７６
TR77s,DT77,DT77,TP77,DT77,기술레코드77,わざレコード７７
TR78s,DT78,DT78,TP78,DT78,기술레코드78,わざレコード７８
TR79s,DT79,DT79,TP79,DT79,기술레코드79,わざレコード７９
TR80s,DT80,DT80,TP80,DT80,기술레코드80,わざレコード８０
TR81s,DT81,DT81,TP81,DT81,기술레코드81,わざレコード８１
TR82s,DT82,DT82,TP82,DT82,기술레코드82,わざレコード８２
TR83s,DT83,DT83,TP83,DT83,기술레코드83,わざレコード８３
TR84s,DT84,DT84,TP84,DT84,기술레코드84,わざレコード８４
TR85s,DT85,DT85,TP85,DT85,기술레코드85,わざレコード８５
TR86s,DT86,DT86,TP86,DT86,기술레코드86,わざレコード８６
TR87s,DT87,DT87,TP87,DT87,기술레코드87,わざレコード８７
TR88s,DT88,DT88,TP88,DT88,기술레코드88,わざレコード８８
TR89s,DT89,DT89,TP89,DT89,기술레코드89,わざレコード８９
TR90s,DT90,DT90,TP90,DT90,기술레코드90,わざレコード９０
TR91s,DT91,DT91,TP91,DT91,기술레코드91,わざレコード９１
TR92s,DT92,DT92,TP92,DT92,기술레코드92,わざレコード９２
TR93s,DT93,DT93,TP93,DT93,기술레코드93,わざレコード９３
TR94s,DT94,DT94,TP94,DT94,기술레코드94,わざレコード９４
TR95s,DT95,DT95,TP95,DT95,기술레코드95,わざレコード９５
TR96s,DT96,DT96,TP96,DT96,기술레코드96,わざレコード９６
TR97s,DT97,DT97,TP97,DT97,기술레코드97,わざレコード９７
TR98s,DT98,DT98,TP98,DT98,기술레코드98,わざレコード９８
TR99s,DT99,DT99,TP99,DT99,기술레코드99,わざレコード９９
TM00s,CT00,MT00,TM00,MT00,기술머신00,わざマシン００
Lonely Mints,Aromates Solos,Menta Schiva,Solo-Minzen,Mentas Hurañas,외로움민트,さみしがりミント
Adamant Mints,Aromates Rigides,Menta Decisa,Hart-Minzen,Mentas Firmes,고집민트,いじっぱりミント
Naughty Mints,Aromates Mauvais,Menta Birbona,Frech-Minzen,Mentas Pícaras,개구쟁이민트,やんちゃミント
Brave Mints,Aromates Braves,Menta Audace,Mutig-Minzen,Mentas Audaces,용감민트,ゆうかんミント
Bold Mints,Aromates Assurés,Menta Sicura,Kühn-Minzen,Mentas Osadas,대담민트,ずぶといミント
Impish Mints,Aromates Malins,Menta Scaltra,Pfiffig-Minzen,Mentas Agitadas,장난꾸러기민트,わんぱくミント
Lax Mints,Aromates Lâches,Menta Fiacca,Lasch-Minzen,Mentas Flojas,촐랑민트,のうてんきミント
Relaxed Mints,Aromates Relax,Menta Placida,Locker-Minzen,Mentas Plácidas,무사태평민트,のんきミント
Modest Mints,Aromates Modestes,Menta Modesta,Mäßig-Minzen,Mentas Modestas,조심민트,ひかえめミント
Mild Mints,Aromates Doux,Menta Mite,Mild-Minzen,Mentas Afables,의젓민트,おっとりミント
Rash Mints,Aromates Foufous,Menta Ardente,Hitzig-Minzen,Mentas Alocadas,덜렁민트,うっかりやミント
Quiet Mints,Aromates Discrets,Menta Quieta,Ruhig-Minzen,Mentas Mansas,냉정민트,れいせいミント
Calm Mints,Aromates Calmes,Menta Calma,Still-Minzen,Mentas Serenas,차분민트,おだやかミント
Gentle Mints,Aromates Gentils,Menta Gentile,Zart-Minzen,Mentas Amables,얌전민트,おとなしいミント
Careful Mints,Aromates Prudents,Menta Cauta,Sacht-Minzen,Mentas Cautas,신중민트,しんちょうミント
Sassy Mints,Aromates Malpolis,Menta Vivace,Forsch-Minzen,Mentas Groseras,건방민트,なまいきミント
Timid Mints,Aromates Timides,Menta Timida,Scheu-Minzen,Mentas Miedosas,겁쟁이민트,おくびょうミント
Hasty Mints,Aromates Pressés,Menta Lesta,Hastig-Minzen,Mentas Activas,성급민트,せっかちミント
Jolly Mints,Aromates Joviaux,Menta Allegra,Froh-Minzen,Mentas Alegres,명랑민트,ようきミント
Naive Mints,Aromates Naïfs,Menta Ingenua,Naiv-Minzen,Mentas Ingenuas,천진난만민트,むじゃきミント
Serious Mints,Aromates Sérieux,Menta Seria,Ernst-Minzen,Mentas Serias,성실민트,まじめミント
Wishing Pieces,Morceaux Vœu,Desioblocchi,Wunschbrocken,Trozos Deseo,소원의덩어리,ねがいのかたまり
Cracked Pots,Théières Fêlées,Teiere rotte,Rissige Kannen,Teteras Agrietadas,깨진포트,われたポット
Chipped Pots,Théières Ébréchées,Teiere crepate,Löchrige Kannen,Teteras Rotas,이빠진포트,かけたポット
Hi-tech Earbuds,Bouchons Audio,Supertappi,Top-Ohrenstöpsel,Supertapones,대단한귀마개,すごいみみせん
Fruit Bunches,Fruits,Frutti,Früchte,Frutas Tropicales,송이팩,フサパック
Moomoo Cheese,Fromages Meumeu,Formaggio Mumu,Kuhmuh-Käse,Quesos Mu-mu,튼튼치즈,モーモーチーズ
Spice Mix,Épices,Spezie assortite,Gewürzmixe,Especias,스파이스세트,スパイスセット
Fresh Cream,Crèmes Fraîches,Panna da cucina,Frische Sahne,Natas Frescas,신선한크림,しんせんクリーム
Packaged Curry,Currys Instantanés,Curry precotto,Fertigcurrys,Curris de Bote,레토르트카레,レトルトカレー
Coconut Milk,Laits de Coco,Latte di cocco,Kokosmilch,Leches de Coco,야자밀크,ヤシのミルク
Instant Noodles,Nouilles,Noodle precotti,Fertignudeln,Fideos de Bote,레토르트면,レトルトめん
Precooked Burgers,Steaks Hachés,Hamburger,Frikadellen,Hamburguesas,레토르트햄버그,レトルトバーグ
Gigantamixes,Poudres Gigamax,Gigaspezia,Giga-Pulver,Especias Gigamax,거대파우더,キョダイパウダー
Wishing Chips,Fragments Vœu,Desioframmenti,Wunschsplitter,Trocitos Deseo,소원의조각,ねがいのかけら
Rotom Bikes,Moticyclettes,Bici Rotom,Rotom-Räder,Bicis Rotom,로토무자전거,ロトムじてんしゃ
Catching Charms,Charmes Stabilité,Catturamuleti,Superfangpins,Amuletos Captura,흔들림없는부적,ゆれないおまもり
???,???,???,???,(?),???,？？？
Old Letters,Lettres Jaunies,Vecchie lettere,Vergilbte Briefe,Cartas Ajadas,낡은편지,ふるびたてがみ
Band Autographs,Dédicaces,Autografi band,Band-Autogramme,Autógrafos Grupo,밴드의사인,バンドのサイン
Sonia’s Books,Livres de Sonya,Libri di Sonia,Sanias Bücher,Libros de Sonia,소니아의책,ソニアのほん
???,???,???,???,(?),???,？？？
???,???,???,???,(?),???,？？？
???,???,???,???,(?),???,？？？
???,???,???,???,(?),???,？？？
???,???,???,???,(?),???,？？？
???,???,???,???,(?),???,？？？
Rotom Catalogs,Moti-Catalogues,Cataloghi Rotom,Rotom-Kataloge,Catálogos Rotom,로토무카탈로그,ロトムのカタログ
★And458s,★And458,★And458,★And458,★And458,★And458,★And458
★And15s,★And15,★And15,★And15,★And15,★And15,★And15
★And337s,★And337,★And337,★And337,★And337,★And337,★And337
★And603s,★And603,★And603,★And603,★And603,★And603,★And603
★And390s,★And390,★And390,★And390,★And390,★And390,★And390
★Sgr6879s,★Sgr6879,★Sgr6879,★Sgr6879,★Sgr6879,★Sgr6879,★Sgr6879
★Sgr6859s,★Sgr6859,★Sgr6859,★Sgr6859,★Sgr6859,★Sgr6859,★Sgr6859
★Sgr6913s,★Sgr6913,★Sgr6913,★Sgr6913,★Sgr6913,★Sgr6913,★Sgr6913
★Sgr7348s,★Sgr7348,★Sgr7348,★Sgr7348,★Sgr7348,★Sgr7348,★Sgr7348
★Sgr7121s,★Sgr7121,★Sgr7121,★Sgr7121,★Sgr7121,★Sgr7121,★Sgr7121
★Sgr6746s,★Sgr6746,★Sgr6746,★Sgr6746,★Sgr6746,★Sgr6746,★Sgr6746
★Sgr7194s,★Sgr7194,★Sgr7194,★Sgr7194,★Sgr7194,★Sgr7194,★Sgr7194
★Sgr7337s,★Sgr7337,★Sgr7337,★Sgr7337,★Sgr7337,★Sgr7337,★Sgr7337
★Sgr7343s,★Sgr7343,★Sgr7343,★Sgr7343,★Sgr7343,★Sgr7343,★Sgr7343
★Sgr6812s,★Sgr6812,★Sgr6812,★Sgr6812,★Sgr6812,★Sgr6812,★Sgr6812
★Sgr7116s,★Sgr7116,★Sgr7116,★Sgr7116,★Sgr7116,★Sgr7116,★Sgr7116
★Sgr7264s,★Sgr7264,★Sgr7264,★Sgr7264,★Sgr7264,★Sgr7264,★Sgr7264
★Sgr7597s,★Sgr7597,★Sgr7597,★Sgr7597,★Sgr7597,★Sgr7597,★Sgr7597
★Del7882s,★Del7882,★Del7882,★Del7882,★Del7882,★Del7882,★Del7882
★Del7906s,★Del7906,★Del7906,★Del7906,★Del7906,★Del7906,★Del7906
★Del7852s,★Del7852,★Del7852,★Del7852,★Del7852,★Del7852,★Del7852
★Psc596s,★Psc596,★Psc596,★Psc596,★Psc596,★Psc596,★Psc596
★Psc361s,★Psc361,★Psc361,★Psc361,★Psc361,★Psc361,★Psc361
★Psc510s,★Psc510,★Psc510,★Psc510,★Psc510,★Psc510,★Psc510
★Psc437s,★Psc437,★Psc437,★Psc437,★Psc437,★Psc437,★Psc437
★Psc8773s,★Psc8773,★Psc8773,★Psc8773,★Psc8773,★Psc8773,★Psc8773
★Lep1865s,★Lep1865,★Lep1865,★Lep1865,★Lep1865,★Lep1865,★Lep1865
★Lep1829s,★Lep1829,★Lep1829,★Lep1829,★Lep1829,★Lep1829,★Lep1829
★Boo5340s,★Boo5340,★Boo5340,★Boo5340,★Boo5340,★Boo5340,★Boo5340
★Boo5506s,★Boo5506,★Boo5506,★Boo5506,★Boo5506,★Boo5506,★Boo5506
★Boo5435s,★Boo5435,★Boo5435,★Boo5435,★Boo5435,★Boo5435,★Boo5435
★Boo5602s,★Boo5602,★Boo5602,★Boo5602,★Boo5602,★Boo5602,★Boo5602
★Boo5733s,★Boo5733,★Boo5733,★Boo5733,★Boo5733,★Boo5733,★Boo5733
★Boo5235s,★Boo5235,★Boo5235,★Boo5235,★Boo5235,★Boo5235,★Boo5235
★Boo5351s,★Boo5351,★Boo5351,★Boo5351,★Boo5351,★Boo5351,★Boo5351
★Hya3748s,★Hya3748,★Hya3748,★Hya3748,★Hya3748,★Hya3748,★Hya3748
★Hya3903s,★Hya3903,★Hya3903,★Hya3903,★Hya3903,★Hya3903,★Hya3903
★Hya3418s,★Hya3418,★Hya3418,★Hya3418,★Hya3418,★Hya3418,★Hya3418
★Hya3482s,★Hya3482,★Hya3482,★Hya3482,★Hya3482,★Hya3482,★Hya3482
★Hya3845s,★Hya3845,★Hya3845,★Hya3845,★Hya3845,★Hya3845,★Hya3845
★Eri1084s,★Eri1084,★Eri1084,★Eri1084,★Eri1084,★Eri1084,★Eri1084
★Eri472s,★Eri472,★Eri472,★Eri472,★Eri472,★Eri472,★Eri472
★Eri1666s,★Eri1666,★Eri1666,★Eri1666,★Eri1666,★Eri1666,★Eri1666
★Eri897s,★Eri897,★Eri897,★Eri897,★Eri897,★Eri897,★Eri897
★Eri1231s,★Eri1231,★Eri1231,★Eri1231,★Eri1231,★Eri1231,★Eri1231
★Eri874s,★Eri874,★Eri874,★Eri874,★Eri874,★Eri874,★Eri874
★Eri1298s,★Eri1298,★Eri1298,★Eri1298,★Eri1298,★Eri1298,★Eri1298
★Eri1325s,★Eri1325,★Eri1325,★Eri1325,★Eri1325,★Eri1325,★Eri1325
★Eri984s,★Eri984,★Eri984,★Eri984,★Eri984,★Eri984,★Eri984
★Eri1464s,★Eri1464,★Eri1464,★Eri1464,★Eri1464,★Eri1464,★Eri1464
★Eri1393s,★Eri1393,★Eri1393,★Eri1393,★Eri1393,★Eri1393,★Eri1393
★Eri850s,★Eri850,★Eri850,★Eri850,★Eri850,★Eri850,★Eri850
★Tau1409s,★Tau1409,★Tau1409,★Tau1409,★Tau1409,★Tau1409,★Tau1409
★Tau1457s,★Tau1457,★Tau1457,★Tau1457,★Tau1457,★Tau1457,★Tau1457
★Tau1165s,★Tau1165,★Tau1165,★Tau1165,★Tau1165,★Tau1165,★Tau1165
★Tau1791s,★Tau1791,★Tau1791,★Tau1791,★Tau1791,★Tau1791,★Tau1791
★Tau1910s,★Tau1910,★Tau1910,★Tau1910,★Tau1910,★Tau1910,★Tau1910
★Tau1346s,★Tau1346,★Tau1346,★Tau1346,★Tau1346,★Tau1346,★Tau1346
★Tau1373s,★Tau1373,★Tau1373,★Tau1373,★Tau1373,★Tau1373,★Tau1373
★Tau1412s,★Tau1412,★Tau1412,★Tau1412,★Tau1412,★Tau1412,★Tau1412
★CMa2491s,★CMa2491,★CMa2491,★CMa2491,★CMa2491,★CMa2491,★CMa2491
★CMa2693s,★CMa2693,★CMa2693,★CMa2693,★CMa2693,★CMa2693,★CMa2693
★CMa2294s,★CMa2294,★CMa2294,★CMa2294,★CMa2294,★CMa2294,★CMa2294
★CMa2827s,★CMa2827,★CMa2827,★CMa2827,★CMa2827,★CMa2827,★CMa2827
★CMa2282s,★CMa2282,★CMa2282,★CMa2282,★CMa2282,★CMa2282,★CMa2282
★CMa2618s,★CMa2618,★CMa2618,★CMa2618,★CMa2618,★CMa2618,★CMa2618
★CMa2657s,★CMa2657,★CMa2657,★CMa2657,★CMa2657,★CMa2657,★CMa2657
★CMa2646s,★CMa2646,★CMa2646,★CMa2646,★CMa2646,★CMa2646,★CMa2646
★UMa4905s,★UMa4905,★UMa4905,★UMa4905,★UMa4905,★UMa4905,★UMa4905
★UMa4301s,★UMa4301,★UMa4301,★UMa4301,★UMa4301,★UMa4301,★UMa4301
★UMa5191s,★UMa5191,★UMa5191,★UMa5191,★UMa5191,★UMa5191,★UMa5191
★UMa5054s,★UMa5054,★UMa5054,★UMa5054,★UMa5054,★UMa5054,★UMa5054
★UMa4295s,★UMa4295,★UMa4295,★UMa4295,★UMa4295,★UMa4295,★UMa4295
★UMa4660s,★UMa4660,★UMa4660,★UMa4660,★UMa4660,★UMa4660,★UMa4660
★UMa4554s,★UMa4554,★UMa4554,★UMa4554,★UMa4554,★UMa4554,★UMa4554
★UMa4069s,★UMa4069,★UMa4069,★UMa4069,★UMa4069,★UMa4069,★UMa4069
★UMa3569s,★UMa3569,★UMa3569,★UMa3569,★UMa3569,★UMa3569,★UMa3569
★UMa3323s,★UMa3323,★UMa3323,★UMa3323,★UMa3323,★UMa3323,★UMa3323
★UMa4033s,★UMa4033,★UMa4033,★UMa4033,★UMa4033,★UMa4033,★UMa4033
★UMa4377s,★UMa4377,★UMa4377,★UMa4377,★UMa4377,★UMa4377,★UMa4377
★UMa4375s,★UMa4375,★UMa4375,★UMa4375,★UMa4375,★UMa4375,★UMa4375
★UMa4518s,★UMa4518,★UMa4518,★UMa4518,★UMa4518,★UMa4518,★UMa4518
★UMa3594s,★UMa3594,★UMa3594,★UMa3594,★UMa3594,★UMa3594,★UMa3594
★Vir5056s,★Vir5056,★Vir5056,★Vir5056,★Vir5056,★Vir5056,★Vir5056
★Vir4825s,★Vir4825,★Vir4825,★Vir4825,★Vir4825,★Vir4825,★Vir4825
★Vir4932s,★Vir4932,★Vir4932,★Vir4932,★Vir4932,★Vir4932,★Vir4932
★Vir4540s,★Vir4540,★Vir4540,★Vir4540,★Vir4540,★Vir4540,★Vir4540
★Vir4689s,★Vir4689,★Vir4689,★Vir4689,★Vir4689,★Vir4689,★Vir4689
★Vir5338s,★Vir5338,★Vir5338,★Vir5338,★Vir5338,★Vir5338,★Vir5338
★Vir4910s,★Vir4910,★Vir4910,★Vir4910,★Vir4910,★Vir4910,★Vir4910
★Vir5315s,★Vir5315,★Vir5315,★Vir5315,★Vir5315,★Vir5315,★Vir5315
★Vir5359s,★Vir5359,★Vir5359,★Vir5359,★Vir5359,★Vir5359,★Vir5359
★Vir5409s,★Vir5409,★Vir5409,★Vir5409,★Vir5409,★Vir5409,★Vir5409
★Vir5107s,★Vir5107,★Vir5107,★Vir5107,★Vir5107,★Vir5107,★Vir5107
★Ari617s,★Ari617,★Ari617,★Ari617,★Ari617,★Ari617,★Ari617
★Ari553s,★Ari553,★Ari553,★Ari553,★Ari553,★Ari553,★Ari553
★Ari546s,★Ari546,★Ari546,★Ari546,★Ari546,★Ari546,★Ari546
★Ari951s,★Ari951,★Ari951,★Ari951,★Ari951,★Ari951,★Ari951
★Ori1713s,★Ori1713,★Ori1713,★Ori1713,★Ori1713,★Ori1713,★Ori1713
★Ori2061s,★Ori2061,★Ori2061,★Ori2061,★Ori2061,★Ori2061,★Ori2061
★Ori1790s,★Ori1790,★Ori1790,★Ori1790,★Ori1790,★Ori1790,★Ori1790
★Ori1903s,★Ori1903,★Ori1903,★Ori1903,★Ori1903,★Ori1903,★Ori1903
★Ori1948s,★Ori1948,★Ori1948,★Ori1948,★Ori1948,★Ori1948,★Ori1948
★Ori2004s,★Ori2004,★Ori2004,★Ori2004,★Ori2004,★Ori2004,★Ori2004
★Ori1852s,★Ori1852,★Ori1852,★Ori1852,★Ori1852,★Ori1852,★Ori1852
★Ori1879s,★Ori1879,★Ori1879,★Ori1879,★Ori1879,★Ori1879,★Ori1879
★Ori1899s,★Ori1899,★Ori1899,★Ori1899,★Ori1899,★Ori1899,★Ori1899
★Ori1543s,★Ori1543,★Ori1543,★Ori1543,★Ori1543,★Ori1543,★Ori1543
★Cas21s,★Cas21,★Cas21,★Cas21,★Cas21,★Cas21,★Cas21
★Cas168s,★Cas168,★Cas168,★Cas168,★Cas168,★Cas168,★Cas168
★Cas403s,★Cas403,★Cas403,★Cas403,★Cas403,★Cas403,★Cas403
★Cas153s,★Cas153,★Cas153,★Cas153,★Cas153,★Cas153,★Cas153
★Cas542s,★Cas542,★Cas542,★Cas542,★Cas542,★Cas542,★Cas542
★Cas219s,★Cas219,★Cas219,★Cas219,★Cas219,★Cas219,★Cas219
★Cas265s,★Cas265,★Cas265,★Cas265,★Cas265,★Cas265,★Cas265
★Cnc3572s,★Cnc3572,★Cnc3572,★Cnc3572,★Cnc3572,★Cnc3572,★Cnc3572
★Cnc3208s,★Cnc3208,★Cnc3208,★Cnc3208,★Cnc3208,★Cnc3208,★Cnc3208
★Cnc3461s,★Cnc3461,★Cnc3461,★Cnc3461,★Cnc3461,★Cnc3461,★Cnc3461
★Cnc3449s,★Cnc3449,★Cnc3449,★Cnc3449,★Cnc3449,★Cnc3449,★Cnc3449
★Cnc3429s,★Cnc3429,★Cnc3429,★Cnc3429,★Cnc3429,★Cnc3429,★Cnc3429
★Cnc3627s,★Cnc3627,★Cnc3627,★Cnc3627,★Cnc3627,★Cnc3627,★Cnc3627
★Cnc3268s,★Cnc3268,★Cnc3268,★Cnc3268,★Cnc3268,★Cnc3268,★Cnc3268
★Cnc3249s,★Cnc3249,★Cnc3249,★Cnc3249,★Cnc3249,★Cnc3249,★Cnc3249
★Com4968s,★Com4968,★Com4968,★Com4968,★Com4968,★Com4968,★Com4968
★Crv4757s,★Crv4757,★Crv4757,★Crv4757,★Crv4757,★Crv4757,★Crv4757
★Crv4623s,★Crv4623,★Crv4623,★Crv4623,★Crv4623,★Crv4623,★Crv4623
